"W1" "W2" "W3" "W4"
"724" 0.85 0.07 0.01 0.07
"725" 0.85 0.07 0 0.08
"726" 0.85 0.06 0.09 0
"727" 0.85 0.06 0.08 0.01
"728" 0.85 0.06 0.07 0.02
"729" 0.85 0.06 0.06 0.03
"730" 0.85 0.06 0.05 0.04
"731" 0.85 0.06 0.04 0.05
"732" 0.85 0.06 0.03 0.06
"733" 0.85 0.06 0.02 0.07
"734" 0.85 0.06 0.01 0.08
"735" 0.85 0.06 0 0.09
"736" 0.85 0.05 0.1 0
"737" 0.85 0.05 0.09 0.01
"738" 0.85 0.05 0.08 0.02
"739" 0.85 0.05 0.07 0.03
"740" 0.85 0.05 0.06 0.04
"741" 0.85 0.05 0.05 0.05
"742" 0.85 0.05 0.04 0.06
"743" 0.85 0.05 0.03 0.07
"744" 0.85 0.05 0.02 0.08
"745" 0.85 0.05 0.01 0.09
"746" 0.85 0.05 0 0.1
"747" 0.85 0.04 0.11 0
"748" 0.85 0.04 0.1 0.01
"749" 0.85 0.04 0.09 0.02
"750" 0.85 0.04 0.08 0.03
"751" 0.85 0.04 0.07 0.04
"752" 0.85 0.04 0.06 0.05
"753" 0.85 0.04 0.05 0.06
"754" 0.85 0.04 0.04 0.07
"755" 0.85 0.04 0.03 0.08
"756" 0.85 0.04 0.02 0.09
"757" 0.85 0.04 0.01 0.1
"758" 0.85 0.04 0 0.11
"759" 0.85 0.03 0.12 0
"760" 0.85 0.03 0.11 0.01
"761" 0.85 0.03 0.1 0.02
"762" 0.85 0.03 0.09 0.03
"763" 0.85 0.03 0.08 0.04
"764" 0.85 0.03 0.07 0.05
"765" 0.85 0.03 0.06 0.06
"766" 0.85 0.03 0.05 0.07
"767" 0.85 0.03 0.04 0.08
"768" 0.85 0.03 0.03 0.09
"769" 0.85 0.03 0.02 0.1
"770" 0.85 0.03 0.01 0.11
"771" 0.85 0.03 0 0.12
"772" 0.85 0.02 0.13 0
"773" 0.85 0.02 0.12 0.01
"774" 0.85 0.02 0.11 0.02
"775" 0.85 0.02 0.1 0.03
"776" 0.85 0.02 0.09 0.04
"777" 0.85 0.02 0.08 0.05
"778" 0.85 0.02 0.07 0.06
"779" 0.85 0.02 0.06 0.07
"780" 0.85 0.02 0.05 0.08
"781" 0.85 0.02 0.04 0.09
"782" 0.85 0.02 0.03 0.1
"783" 0.85 0.02 0.02 0.11
"784" 0.85 0.02 0.01 0.12
"785" 0.85 0.02 0 0.13
"786" 0.85 0.01 0.14 0
"787" 0.85 0.01 0.13 0.01
"788" 0.85 0.01 0.12 0.02
"789" 0.85 0.01 0.11 0.03
"790" 0.85 0.01 0.1 0.04
"791" 0.85 0.01 0.09 0.05
"792" 0.85 0.01 0.08 0.06
"793" 0.85 0.01 0.07 0.07
"794" 0.85 0.01 0.06 0.08
"795" 0.85 0.01 0.05 0.09
"796" 0.85 0.01 0.04 0.1
"797" 0.85 0.01 0.03 0.11
"798" 0.85 0.01 0.02 0.12
"799" 0.85 0.01 0.01 0.13
"800" 0.85 0.01 0 0.14
"801" 0.85 0 0.15 0
"802" 0.85 0 0.14 0.01
"803" 0.85 0 0.13 0.02
"804" 0.85 0 0.12 0.03
"805" 0.85 0 0.11 0.04
"806" 0.85 0 0.1 0.05
"807" 0.85 0 0.09 0.06
"808" 0.85 0 0.08 0.07
"809" 0.85 0 0.07 0.08
"810" 0.85 0 0.06 0.09
"811" 0.85 0 0.05 0.1
"812" 0.85 0 0.04 0.11
"813" 0.85 0 0.03 0.12
"814" 0.85 0 0.02 0.13
"815" 0.85 0 0.01 0.14
"816" 0.85 0 0 0.15
"817" 0.84 0.16 0 0
"818" 0.84 0.15 0.01 0
"819" 0.84 0.15 0 0.01
"820" 0.84 0.14 0.02 0
"821" 0.84 0.14 0.01 0.01
"822" 0.84 0.14 0 0.02
"823" 0.84 0.13 0.03 0
"824" 0.84 0.13 0.02 0.01
"825" 0.84 0.13 0.01 0.02
"826" 0.84 0.13 0 0.03
"827" 0.84 0.12 0.04 0
"828" 0.84 0.12 0.03 0.01
"829" 0.84 0.12 0.02 0.02
"830" 0.84 0.12 0.01 0.03
"831" 0.84 0.12 0 0.04
"832" 0.84 0.11 0.05 0
"833" 0.84 0.11 0.04 0.01
"834" 0.84 0.11 0.03 0.02
"835" 0.84 0.11 0.02 0.03
"836" 0.84 0.11 0.01 0.04
"837" 0.84 0.11 0 0.05
"838" 0.84 0.1 0.06 0
"839" 0.84 0.1 0.05 0.01
"840" 0.84 0.1 0.04 0.02
"841" 0.84 0.1 0.03 0.03
"842" 0.84 0.1 0.02 0.04
"843" 0.84 0.1 0.01 0.05
"844" 0.84 0.1 0 0.06
"845" 0.84 0.09 0.07 0
"846" 0.84 0.09 0.06 0.01
"847" 0.84 0.09 0.05 0.02
"848" 0.84 0.09 0.04 0.03
"849" 0.84 0.09 0.03 0.04
"850" 0.84 0.09 0.02 0.05
"851" 0.84 0.09 0.01 0.06
"852" 0.84 0.09 0 0.07
"853" 0.84 0.08 0.08 0
"854" 0.84 0.08 0.07 0.01
"855" 0.84 0.08 0.06 0.02
"856" 0.84 0.08 0.05 0.03
"857" 0.84 0.08 0.04 0.04
"858" 0.84 0.08 0.03 0.05
"859" 0.84 0.08 0.02 0.06
"860" 0.84 0.08 0.01 0.07
"861" 0.84 0.08 0 0.08
"862" 0.84 0.07 0.09 0
"863" 0.84 0.07 0.08 0.01
"864" 0.84 0.07 0.07 0.02
"865" 0.84 0.07 0.06 0.03
"866" 0.84 0.07 0.05 0.04
"867" 0.84 0.07 0.04 0.05
"868" 0.84 0.07 0.03 0.06
"869" 0.84 0.07 0.02 0.07
"870" 0.84 0.07 0.01 0.08
"871" 0.84 0.07 0 0.09
"872" 0.84 0.06 0.1 0
"873" 0.84 0.06 0.09 0.01
"874" 0.84 0.06 0.08 0.02
"875" 0.84 0.06 0.07 0.03
"876" 0.84 0.06 0.06 0.04
"877" 0.84 0.06 0.05 0.05
"878" 0.84 0.06 0.04 0.06
"879" 0.84 0.06 0.03 0.07
"880" 0.84 0.06 0.02 0.08
"881" 0.84 0.06 0.01 0.09
"882" 0.84 0.06 0 0.1
"883" 0.84 0.05 0.11 0
"884" 0.84 0.05 0.1 0.01
"885" 0.84 0.05 0.09 0.02
"886" 0.84 0.05 0.08 0.03
"887" 0.84 0.05 0.07 0.04
"888" 0.84 0.05 0.06 0.05
"889" 0.84 0.05 0.05 0.06
"890" 0.84 0.05 0.04 0.07
"891" 0.84 0.05 0.03 0.08
"892" 0.84 0.05 0.02 0.09
"893" 0.84 0.05 0.01 0.1
"894" 0.84 0.05 0 0.11
"895" 0.84 0.04 0.12 0
"896" 0.84 0.04 0.11 0.01
"897" 0.84 0.04 0.1 0.02
"898" 0.84 0.04 0.09 0.03
"899" 0.84 0.04 0.08 0.04
"900" 0.84 0.04 0.07 0.05
"901" 0.84 0.04 0.06 0.06
"902" 0.84 0.04 0.05 0.07
"903" 0.84 0.04 0.04 0.08
"904" 0.84 0.04 0.03 0.09
"905" 0.84 0.04 0.02 0.1
"906" 0.84 0.04 0.01 0.11
"907" 0.84 0.04 0 0.12
"908" 0.84 0.03 0.13 0
"909" 0.84 0.03 0.12 0.01
"910" 0.84 0.03 0.11 0.02
"911" 0.84 0.03 0.1 0.03
"912" 0.84 0.03 0.09 0.04
"913" 0.84 0.03 0.08 0.05
"914" 0.84 0.03 0.07 0.06
"915" 0.84 0.03 0.06 0.07
"916" 0.84 0.03 0.05 0.08
"917" 0.84 0.03 0.04 0.09
"918" 0.84 0.03 0.03 0.1
"919" 0.84 0.03 0.02 0.11
"920" 0.84 0.03 0.01 0.12
"921" 0.84 0.03 0 0.13
"922" 0.84 0.02 0.14 0
"923" 0.84 0.02 0.13 0.01
"924" 0.84 0.02 0.12 0.02
"925" 0.84 0.02 0.11 0.03
"926" 0.84 0.02 0.1 0.04
"927" 0.84 0.02 0.09 0.05
"928" 0.84 0.02 0.08 0.06
"929" 0.84 0.02 0.07 0.07
"930" 0.84 0.02 0.06 0.08
"931" 0.84 0.02 0.05 0.09
"932" 0.84 0.02 0.04 0.1
"933" 0.84 0.02 0.03 0.11
"934" 0.84 0.02 0.02 0.12
"935" 0.84 0.02 0.01 0.13
"936" 0.84 0.02 0 0.14
"937" 0.84 0.01 0.15 0
"938" 0.84 0.01 0.14 0.01
"939" 0.84 0.01 0.13 0.02
"940" 0.84 0.01 0.12 0.03
"941" 0.84 0.01 0.11 0.04
"942" 0.84 0.01 0.1 0.05
"943" 0.84 0.01 0.09 0.06
"944" 0.84 0.01 0.08 0.07
"945" 0.84 0.01 0.07 0.08
"946" 0.84 0.01 0.06 0.09
"947" 0.84 0.01 0.05 0.1
"948" 0.84 0.01 0.04 0.11
"949" 0.84 0.01 0.03 0.12
"950" 0.84 0.01 0.02 0.13
"951" 0.84 0.01 0.01 0.14
"952" 0.84 0.01 0 0.15
"953" 0.84 0 0.16 0
"954" 0.84 0 0.15 0.01
"955" 0.84 0 0.14 0.02
"956" 0.84 0 0.13 0.03
"957" 0.84 0 0.12 0.04
"958" 0.84 0 0.11 0.05
"959" 0.84 0 0.1 0.06
"960" 0.84 0 0.09 0.07
"961" 0.84 0 0.08 0.08
"962" 0.84 0 0.07 0.09
"963" 0.84 0 0.06 0.1
"964" 0.84 0 0.05 0.11
"965" 0.84 0 0.04 0.12
"966" 0.84 0 0.03 0.13
"967" 0.84 0 0.02 0.14
"968" 0.84 0 0.01 0.15
"969" 0.84 0 0 0.16
"970" 0.83 0.17 0 0
"971" 0.83 0.16 0.01 0
"972" 0.83 0.16 0 0.01
"973" 0.83 0.15 0.02 0
"974" 0.83 0.15 0.01 0.01
"975" 0.83 0.15 0 0.02
"976" 0.83 0.14 0.03 0
"977" 0.83 0.14 0.02 0.01
"978" 0.83 0.14 0.01 0.02
"979" 0.83 0.14 0 0.03
"980" 0.83 0.13 0.04 0
"981" 0.83 0.13 0.03 0.01
"982" 0.83 0.13 0.02 0.02
"983" 0.83 0.13 0.01 0.03
"984" 0.83 0.13 0 0.04
"985" 0.83 0.12 0.05 0
"986" 0.83 0.12 0.04 0.01
"987" 0.83 0.12 0.03 0.02
"988" 0.83 0.12 0.02 0.03
"989" 0.83 0.12 0.01 0.04
"990" 0.83 0.12 0 0.05
"991" 0.83 0.11 0.06 0
"992" 0.83 0.11 0.05 0.01
"993" 0.83 0.11 0.04 0.02
"994" 0.83 0.11 0.03 0.03
"995" 0.83 0.11 0.02 0.04
"996" 0.83 0.11 0.01 0.05
"997" 0.83 0.11 0 0.06
"998" 0.83 0.1 0.07 0
"999" 0.83 0.1 0.06 0.01
"1000" 0.83 0.1 0.05 0.02
"1001" 0.83 0.1 0.04 0.03
"1002" 0.83 0.1 0.03 0.04
"1003" 0.83 0.1 0.02 0.05
"1004" 0.83 0.1 0.01 0.06
"1005" 0.83 0.1 0 0.07
"1006" 0.83 0.09 0.08 0
"1007" 0.83 0.09 0.07 0.01
"1008" 0.83 0.09 0.06 0.02
"1009" 0.83 0.09 0.05 0.03
"1010" 0.83 0.09 0.04 0.04
"1011" 0.83 0.09 0.03 0.05
"1012" 0.83 0.09 0.02 0.06
"1013" 0.83 0.09 0.01 0.07
"1014" 0.83 0.09 0 0.08
"1015" 0.83 0.08 0.09 0
"1016" 0.83 0.08 0.08 0.01
"1017" 0.83 0.08 0.07 0.02
"1018" 0.83 0.08 0.06 0.03
"1019" 0.83 0.08 0.05 0.04
"1020" 0.83 0.08 0.04 0.05
"1021" 0.83 0.08 0.03 0.06
"1022" 0.83 0.08 0.02 0.07
"1023" 0.83 0.08 0.01 0.08
"1024" 0.83 0.08 0 0.09
"1025" 0.83 0.07 0.1 0
"1026" 0.83 0.07 0.09 0.01
"1027" 0.83 0.07 0.08 0.02
"1028" 0.83 0.07 0.07 0.03
"1029" 0.83 0.07 0.06 0.04
"1030" 0.83 0.07 0.05 0.05
"1031" 0.83 0.07 0.04 0.06
"1032" 0.83 0.07 0.03 0.07
"1033" 0.83 0.07 0.02 0.08
"1034" 0.83 0.07 0.01 0.09
"1035" 0.83 0.07 0 0.1
"1036" 0.83 0.06 0.11 0
"1037" 0.83 0.06 0.1 0.01
"1038" 0.83 0.06 0.09 0.02
"1039" 0.83 0.06 0.08 0.03
"1040" 0.83 0.06 0.07 0.04
"1041" 0.83 0.06 0.06 0.05
"1042" 0.83 0.06 0.05 0.06
"1043" 0.83 0.06 0.04 0.07
"1044" 0.83 0.06 0.03 0.08
"1045" 0.83 0.06 0.02 0.09
"1046" 0.83 0.06 0.01 0.1
"1047" 0.83 0.06 0 0.11
"1048" 0.83 0.05 0.12 0
"1049" 0.83 0.05 0.11 0.01
"1050" 0.83 0.05 0.1 0.02
"1051" 0.83 0.05 0.09 0.03
"1052" 0.83 0.05 0.08 0.04
"1053" 0.83 0.05 0.07 0.05
"1054" 0.83 0.05 0.06 0.06
"1055" 0.83 0.05 0.05 0.07
"1056" 0.83 0.05 0.04 0.08
"1057" 0.83 0.05 0.03 0.09
"1058" 0.83 0.05 0.02 0.1
"1059" 0.83 0.05 0.01 0.11
"1060" 0.83 0.05 0 0.12
"1061" 0.83 0.04 0.13 0
"1062" 0.83 0.04 0.12 0.01
"1063" 0.83 0.04 0.11 0.02
"1064" 0.83 0.04 0.1 0.03
"1065" 0.83 0.04 0.09 0.04
"1066" 0.83 0.04 0.08 0.05
"1067" 0.83 0.04 0.07 0.06
"1068" 0.83 0.04 0.06 0.07
"1069" 0.83 0.04 0.05 0.08
"1070" 0.83 0.04 0.04 0.09
"1071" 0.83 0.04 0.03 0.1
"1072" 0.83 0.04 0.02 0.11
"1073" 0.83 0.04 0.01 0.12
"1074" 0.83 0.04 0 0.13
"1075" 0.83 0.03 0.14 0
"1076" 0.83 0.03 0.13 0.01
"1077" 0.83 0.03 0.12 0.02
"1078" 0.83 0.03 0.11 0.03
"1079" 0.83 0.03 0.1 0.04
"1080" 0.83 0.03 0.09 0.05
"1081" 0.83 0.03 0.08 0.06
"1082" 0.83 0.03 0.07 0.07
"1083" 0.83 0.03 0.06 0.08
"1084" 0.83 0.03 0.05 0.09
"1085" 0.83 0.03 0.04 0.1
"1086" 0.83 0.03 0.03 0.11
"1087" 0.83 0.03 0.02 0.12
"1088" 0.83 0.03 0.01 0.13
"1089" 0.83 0.03 0 0.14
"1090" 0.83 0.02 0.15 0
"1091" 0.83 0.02 0.14 0.01
"1092" 0.83 0.02 0.13 0.02
"1093" 0.83 0.02 0.12 0.03
"1094" 0.83 0.02 0.11 0.04
"1095" 0.83 0.02 0.1 0.05
"1096" 0.83 0.02 0.09 0.06
"1097" 0.83 0.02 0.08 0.07
"1098" 0.83 0.02 0.07 0.08
"1099" 0.83 0.02 0.06 0.09
"1100" 0.83 0.02 0.05 0.1
"1101" 0.83 0.02 0.04 0.11
"1102" 0.83 0.02 0.03 0.12
"1103" 0.83 0.02 0.02 0.13
"1104" 0.83 0.02 0.01 0.14
"1105" 0.83 0.02 0 0.15
"1106" 0.83 0.01 0.16 0
"1107" 0.83 0.01 0.15 0.01
"1108" 0.83 0.01 0.14 0.02
"1109" 0.83 0.01 0.13 0.03
"1110" 0.83 0.01 0.12 0.04
"1111" 0.83 0.01 0.11 0.05
"1112" 0.83 0.01 0.1 0.06
"1113" 0.83 0.01 0.09 0.07
"1114" 0.83 0.01 0.08 0.08
"1115" 0.83 0.01 0.07 0.09
"1116" 0.83 0.01 0.06 0.1
"1117" 0.83 0.01 0.05 0.11
"1118" 0.83 0.01 0.04 0.12
"1119" 0.83 0.01 0.03 0.13
"1120" 0.83 0.01 0.02 0.14
"1121" 0.83 0.01 0.01 0.15
"1122" 0.83 0.01 0 0.16
"1123" 0.83 0 0.17 0
"1124" 0.83 0 0.16 0.01
"1125" 0.83 0 0.15 0.02
"1126" 0.83 0 0.14 0.03
"1127" 0.83 0 0.13 0.04
"1128" 0.83 0 0.12 0.05
"1129" 0.83 0 0.11 0.06
"1130" 0.83 0 0.1 0.07
"1131" 0.83 0 0.09 0.08
"1132" 0.83 0 0.08 0.09
"1133" 0.83 0 0.07 0.1
"1134" 0.83 0 0.06 0.11
"1135" 0.83 0 0.05 0.12
"1136" 0.83 0 0.04 0.13
"1137" 0.83 0 0.03 0.14
"1138" 0.83 0 0.02 0.15
"1139" 0.83 0 0.01 0.16
"1140" 0.83 0 0 0.17
"1141" 0.82 0.18 0 0
"1142" 0.82 0.17 0.01 0
"1143" 0.82 0.17 0 0.01
"1144" 0.82 0.16 0.02 0
"1145" 0.82 0.16 0.01 0.01
"1146" 0.82 0.16 0 0.02
"1147" 0.82 0.15 0.03 0
"1148" 0.82 0.15 0.02 0.01
"1149" 0.82 0.15 0.01 0.02
"1150" 0.82 0.15 0 0.03
"1151" 0.82 0.14 0.04 0
"1152" 0.82 0.14 0.03 0.01
"1153" 0.82 0.14 0.02 0.02
"1154" 0.82 0.14 0.01 0.03
"1155" 0.82 0.14 0 0.04
"1156" 0.82 0.13 0.05 0
"1157" 0.82 0.13 0.04 0.01
"1158" 0.82 0.13 0.03 0.02
"1159" 0.82 0.13 0.02 0.03
"1160" 0.82 0.13 0.01 0.04
"1161" 0.82 0.13 0 0.05
"1162" 0.82 0.12 0.06 0
"1163" 0.82 0.12 0.05 0.01
"1164" 0.82 0.12 0.04 0.02
"1165" 0.82 0.12 0.03 0.03
"1166" 0.82 0.12 0.02 0.04
"1167" 0.82 0.12 0.01 0.05
"1168" 0.82 0.12 0 0.06
"1169" 0.82 0.11 0.07 0
"1170" 0.82 0.11 0.06 0.01
"1171" 0.82 0.11 0.05 0.02
"1172" 0.82 0.11 0.04 0.03
"1173" 0.82 0.11 0.03 0.04
"1174" 0.82 0.11 0.02 0.05
"1175" 0.82 0.11 0.01 0.06
"1176" 0.82 0.11 0 0.07
"1177" 0.82 0.1 0.08 0
"1178" 0.82 0.1 0.07 0.01
"1179" 0.82 0.1 0.06 0.02
"1180" 0.82 0.1 0.05 0.03
"1181" 0.82 0.1 0.04 0.04
"1182" 0.82 0.1 0.03 0.05
"1183" 0.82 0.1 0.02 0.06
"1184" 0.82 0.1 0.01 0.07
"1185" 0.82 0.1 0 0.08
"1186" 0.82 0.09 0.09 0
"1187" 0.82 0.09 0.08 0.01
"1188" 0.82 0.09 0.07 0.02
"1189" 0.82 0.09 0.06 0.03
"1190" 0.82 0.09 0.05 0.04
"1191" 0.82 0.09 0.04 0.05
"1192" 0.82 0.09 0.03 0.06
"1193" 0.82 0.09 0.02 0.07
"1194" 0.82 0.09 0.01 0.08
"1195" 0.82 0.09 0 0.09
"1196" 0.82 0.08 0.1 0
"1197" 0.82 0.08 0.09 0.01
"1198" 0.82 0.08 0.08 0.02
"1199" 0.82 0.08 0.07 0.03
"1200" 0.82 0.08 0.06 0.04
"1201" 0.82 0.08 0.05 0.05
"1202" 0.82 0.08 0.04 0.06
"1203" 0.82 0.08 0.03 0.07
"1204" 0.82 0.08 0.02 0.08
"1205" 0.82 0.08 0.01 0.09
"1206" 0.82 0.08 0 0.1
"1207" 0.82 0.07 0.11 0
"1208" 0.82 0.07 0.1 0.01
"1209" 0.82 0.07 0.09 0.02
"1210" 0.82 0.07 0.08 0.03
"1211" 0.82 0.07 0.07 0.04
"1212" 0.82 0.07 0.06 0.05
"1213" 0.82 0.07 0.05 0.06
"1214" 0.82 0.07 0.04 0.07
"1215" 0.82 0.07 0.03 0.08
"1216" 0.82 0.07 0.02 0.09
"1217" 0.82 0.07 0.01 0.1
"1218" 0.82 0.07 0 0.11
"1219" 0.82 0.06 0.12 0
"1220" 0.82 0.06 0.11 0.01
"1221" 0.82 0.06 0.1 0.02
"1222" 0.82 0.06 0.09 0.03
"1223" 0.82 0.06 0.08 0.04
"1224" 0.82 0.06 0.07 0.05
"1225" 0.82 0.06 0.06 0.06
"1226" 0.82 0.06 0.05 0.07
"1227" 0.82 0.06 0.04 0.08
"1228" 0.82 0.06 0.03 0.09
"1229" 0.82 0.06 0.02 0.1
"1230" 0.82 0.06 0.01 0.11
"1231" 0.82 0.06 0 0.12
"1232" 0.82 0.05 0.13 0
"1233" 0.82 0.05 0.12 0.01
"1234" 0.82 0.05 0.11 0.02
"1235" 0.82 0.05 0.1 0.03
"1236" 0.82 0.05 0.09 0.04
"1237" 0.82 0.05 0.08 0.05
"1238" 0.82 0.05 0.07 0.06
"1239" 0.82 0.05 0.06 0.07
"1240" 0.82 0.05 0.05 0.08
"1241" 0.82 0.05 0.04 0.09
"1242" 0.82 0.05 0.03 0.1
"1243" 0.82 0.05 0.02 0.11
"1244" 0.82 0.05 0.01 0.12
"1245" 0.82 0.05 0 0.13
"1246" 0.82 0.04 0.14 0
"1247" 0.82 0.04 0.13 0.01
"1248" 0.82 0.04 0.12 0.02
"1249" 0.82 0.04 0.11 0.03
"1250" 0.82 0.04 0.1 0.04
"1251" 0.82 0.04 0.09 0.05
"1252" 0.82 0.04 0.08 0.06
"1253" 0.82 0.04 0.07 0.07
"1254" 0.82 0.04 0.06 0.08
"1255" 0.82 0.04 0.05 0.09
"1256" 0.82 0.04 0.04 0.1
"1257" 0.82 0.04 0.03 0.11
"1258" 0.82 0.04 0.02 0.12
"1259" 0.82 0.04 0.01 0.13
"1260" 0.82 0.04 0 0.14
"1261" 0.82 0.03 0.15 0
"1262" 0.82 0.03 0.14 0.01
"1263" 0.82 0.03 0.13 0.02
"1264" 0.82 0.03 0.12 0.03
"1265" 0.82 0.03 0.11 0.04
"1266" 0.82 0.03 0.1 0.05
"1267" 0.82 0.03 0.09 0.06
"1268" 0.82 0.03 0.08 0.07
"1269" 0.82 0.03 0.07 0.08
"1270" 0.82 0.03 0.06 0.09
"1271" 0.82 0.03 0.05 0.1
"1272" 0.82 0.03 0.04 0.11
"1273" 0.82 0.03 0.03 0.12
"1274" 0.82 0.03 0.02 0.13
"1275" 0.82 0.03 0.01 0.14
"1276" 0.82 0.03 0 0.15
"1277" 0.82 0.02 0.16 0
"1278" 0.82 0.02 0.15 0.01
"1279" 0.82 0.02 0.14 0.02
"1280" 0.82 0.02 0.13 0.03
"1281" 0.82 0.02 0.12 0.04
"1282" 0.82 0.02 0.11 0.05
"1283" 0.82 0.02 0.1 0.06
"1284" 0.82 0.02 0.09 0.07
"1285" 0.82 0.02 0.08 0.08
"1286" 0.82 0.02 0.07 0.09
"1287" 0.82 0.02 0.06 0.1
"1288" 0.82 0.02 0.05 0.11
"1289" 0.82 0.02 0.04 0.12
"1290" 0.82 0.02 0.03 0.13
"1291" 0.82 0.02 0.02 0.14
"1292" 0.82 0.02 0.01 0.15
"1293" 0.82 0.02 0 0.16
"1294" 0.82 0.01 0.17 0
"1295" 0.82 0.01 0.16 0.01
"1296" 0.82 0.01 0.15 0.02
"1297" 0.82 0.01 0.14 0.03
"1298" 0.82 0.01 0.13 0.04
"1299" 0.82 0.01 0.12 0.05
"1300" 0.82 0.01 0.11 0.06
"1301" 0.82 0.01 0.1 0.07
"1302" 0.82 0.01 0.09 0.08
"1303" 0.82 0.01 0.08 0.09
"1304" 0.82 0.01 0.07 0.1
"1305" 0.82 0.01 0.06 0.11
"1306" 0.82 0.01 0.05 0.12
"1307" 0.82 0.01 0.04 0.13
"1308" 0.82 0.01 0.03 0.14
"1309" 0.82 0.01 0.02 0.15
"1310" 0.82 0.01 0.01 0.16
"1311" 0.82 0.01 0 0.17
"1312" 0.82 0 0.18 0
"1313" 0.82 0 0.17 0.01
"1314" 0.82 0 0.16 0.02
"1315" 0.82 0 0.15 0.03
"1316" 0.82 0 0.14 0.04
"1317" 0.82 0 0.13 0.05
"1318" 0.82 0 0.12 0.06
"1319" 0.82 0 0.11 0.07
"1320" 0.82 0 0.1 0.08
"1321" 0.82 0 0.09 0.09
"1322" 0.82 0 0.08 0.1
"1323" 0.82 0 0.07 0.11
"1324" 0.82 0 0.06 0.12
"1325" 0.82 0 0.05 0.13
"1326" 0.82 0 0.04 0.14
"1327" 0.82 0 0.03 0.15
"1328" 0.82 0 0.02 0.16
"1329" 0.82 0 0.01 0.17
"1330" 0.82 0 0 0.18
"1331" 0.81 0.19 0 0
"1332" 0.81 0.18 0.01 0
"1333" 0.81 0.18 0 0.01
"1334" 0.81 0.17 0.02 0
"1335" 0.81 0.17 0.01 0.01
"1336" 0.81 0.17 0 0.02
"1337" 0.81 0.16 0.03 0
"1338" 0.81 0.16 0.02 0.01
"1339" 0.81 0.16 0.01 0.02
"1340" 0.81 0.16 0 0.03
"1341" 0.81 0.15 0.04 0
"1342" 0.81 0.15 0.03 0.01
"1343" 0.81 0.15 0.02 0.02
"1344" 0.81 0.15 0.01 0.03
"1345" 0.81 0.15 0 0.04
"1346" 0.81 0.14 0.05 0
"1347" 0.81 0.14 0.04 0.01
"1348" 0.81 0.14 0.03 0.02
"1349" 0.81 0.14 0.02 0.03
"1350" 0.81 0.14 0.01 0.04
"1351" 0.81 0.14 0 0.05
"1352" 0.81 0.13 0.06 0
"1353" 0.81 0.13 0.05 0.01
"1354" 0.81 0.13 0.04 0.02
"1355" 0.81 0.13 0.03 0.03
"1356" 0.81 0.13 0.02 0.04
"1357" 0.81 0.13 0.01 0.05
"1358" 0.81 0.13 0 0.06
"1359" 0.81 0.12 0.07 0
"1360" 0.81 0.12 0.06 0.01
"1361" 0.81 0.12 0.05 0.02
"1362" 0.81 0.12 0.04 0.03
"1363" 0.81 0.12 0.03 0.04
"1364" 0.81 0.12 0.02 0.05
"1365" 0.81 0.12 0.01 0.06
"1366" 0.81 0.12 0 0.07
"1367" 0.81 0.11 0.08 0
"1368" 0.81 0.11 0.07 0.01
"1369" 0.81 0.11 0.06 0.02
"1370" 0.81 0.11 0.05 0.03
"1371" 0.81 0.11 0.04 0.04
"1372" 0.81 0.11 0.03 0.05
"1373" 0.81 0.11 0.02 0.06
"1374" 0.81 0.11 0.01 0.07
"1375" 0.81 0.11 0 0.08
"1376" 0.81 0.1 0.09 0
"1377" 0.81 0.1 0.08 0.01
"1378" 0.81 0.1 0.07 0.02
"1379" 0.81 0.1 0.06 0.03
"1380" 0.81 0.1 0.05 0.04
"1381" 0.81 0.1 0.04 0.05
"1382" 0.81 0.1 0.03 0.06
"1383" 0.81 0.1 0.02 0.07
"1384" 0.81 0.1 0.01 0.08
"1385" 0.81 0.1 0 0.09
"1386" 0.81 0.09 0.1 0
"1387" 0.81 0.09 0.09 0.01
"1388" 0.81 0.09 0.08 0.02
"1389" 0.81 0.09 0.07 0.03
"1390" 0.81 0.09 0.06 0.04
"1391" 0.81 0.09 0.05 0.05
"1392" 0.81 0.09 0.04 0.06
"1393" 0.81 0.09 0.03 0.07
"1394" 0.81 0.09 0.02 0.08
"1395" 0.81 0.09 0.01 0.09
"1396" 0.81 0.09 0 0.1
"1397" 0.81 0.08 0.11 0
"1398" 0.81 0.08 0.1 0.01
"1399" 0.81 0.08 0.09 0.02
"1400" 0.81 0.08 0.08 0.03
"1401" 0.81 0.08 0.07 0.04
"1402" 0.81 0.08 0.06 0.05
"1403" 0.81 0.08 0.05 0.06
"1404" 0.81 0.08 0.04 0.07
"1405" 0.81 0.08 0.03 0.08
"1406" 0.81 0.08 0.02 0.09
"1407" 0.81 0.08 0.01 0.1
"1408" 0.81 0.08 0 0.11
"1409" 0.81 0.07 0.12 0
"1410" 0.81 0.07 0.11 0.01
"1411" 0.81 0.07 0.1 0.02
"1412" 0.81 0.07 0.09 0.03
"1413" 0.81 0.07 0.08 0.04
"1414" 0.81 0.07 0.07 0.05
"1415" 0.81 0.07 0.06 0.06
"1416" 0.81 0.07 0.05 0.07
"1417" 0.81 0.07 0.04 0.08
"1418" 0.81 0.07 0.03 0.09
"1419" 0.81 0.07 0.02 0.1
"1420" 0.81 0.07 0.01 0.11
"1421" 0.81 0.07 0 0.12
"1422" 0.81 0.06 0.13 0
