"W1"	"W2"	"W3"
"3614"	-0.16	0.59	0.57
"3615"	-0.16	0.6	0.56
"3616"	-0.16	0.61	0.55
"3617"	-0.16	0.62	0.54
"3618"	-0.16	0.63	0.53
"3619"	-0.16	0.64	0.52
"3620"	-0.16	0.65	0.51
"3621"	-0.16	0.66	0.5
"3622"	-0.16	0.67	0.49
"3623"	-0.16	0.68	0.48
"3624"	-0.16	0.69	0.47
"3625"	-0.16	0.7	0.46
"3626"	-0.16	0.71	0.45
"3627"	-0.16	0.72	0.44
"3628"	-0.16	0.73	0.43
"3629"	-0.16	0.74	0.42
"3630"	-0.16	0.75	0.41
"3631"	-0.16	0.76	0.4
"3632"	-0.16	0.77	0.39
"3633"	-0.16	0.78	0.38
"3634"	-0.16	0.79	0.37
"3635"	-0.16	0.8	0.36
"3636"	-0.16	0.81	0.35
"3637"	-0.16	0.82	0.34
"3638"	-0.16	0.83	0.33
"3639"	-0.16	0.84	0.32
"3640"	-0.16	0.85	0.31
"3641"	-0.16	0.86	0.3
"3642"	-0.16	0.87	0.29
"3643"	-0.16	0.88	0.28
"3644"	-0.16	0.89	0.27
"3645"	-0.16	0.9	0.26
"3646"	-0.16	0.91	0.25
"3647"	-0.16	0.92	0.24
"3648"	-0.16	0.93	0.23
"3649"	-0.16	0.94	0.22
"3650"	-0.16	0.95	0.21
"3651"	-0.16	0.96	0.2
"3652"	-0.16	0.97	0.19
"3653"	-0.16	0.98	0.18
"3654"	-0.16	0.99	0.17
"3655"	-0.16	1	0.16
"3656"	-0.15	0.15	1
"3657"	-0.15	0.16	0.99
"3658"	-0.15	0.17	0.98
"3659"	-0.15	0.18	0.97
"3660"	-0.15	0.19	0.96
"3661"	-0.15	0.2	0.95
"3662"	-0.15	0.21	0.94
"3663"	-0.15	0.22	0.93
"3664"	-0.15	0.23	0.92
"3665"	-0.15	0.24	0.91
"3666"	-0.15	0.25	0.9
"3667"	-0.15	0.26	0.89
"3668"	-0.15	0.27	0.88
"3669"	-0.15	0.28	0.87
"3670"	-0.15	0.29	0.86
"3671"	-0.15	0.3	0.85
"3672"	-0.15	0.31	0.84
"3673"	-0.15	0.32	0.83
"3674"	-0.15	0.33	0.82
"3675"	-0.15	0.34	0.81
"3676"	-0.15	0.35	0.8
"3677"	-0.15	0.36	0.79
"3678"	-0.15	0.37	0.78
"3679"	-0.15	0.38	0.77
"3680"	-0.15	0.39	0.76
"3681"	-0.15	0.4	0.75
"3682"	-0.15	0.41	0.74
"3683"	-0.15	0.42	0.73
"3684"	-0.15	0.43	0.72
"3685"	-0.15	0.44	0.71
"3686"	-0.15	0.45	0.7
"3687"	-0.15	0.46	0.69
"3688"	-0.15	0.47	0.68
"3689"	-0.15	0.48	0.67
"3690"	-0.15	0.49	0.66
"3691"	-0.15	0.5	0.65
"3692"	-0.15	0.51	0.64
"3693"	-0.15	0.52	0.63
"3694"	-0.15	0.53	0.62
"3695"	-0.15	0.54	0.61
"3696"	-0.15	0.55	0.6
"3697"	-0.15	0.56	0.59
"3698"	-0.15	0.57	0.58
"3699"	-0.15	0.58	0.57
"3700"	-0.15	0.59	0.56
"3701"	-0.15	0.6	0.55
"3702"	-0.15	0.61	0.54
"3703"	-0.15	0.62	0.53
"3704"	-0.15	0.63	0.52
"3705"	-0.15	0.64	0.51
"3706"	-0.15	0.65	0.5
"3707"	-0.15	0.66	0.49
"3708"	-0.15	0.67	0.48
"3709"	-0.15	0.68	0.47
"3710"	-0.15	0.69	0.46
"3711"	-0.15	0.7	0.45
"3712"	-0.15	0.71	0.44
"3713"	-0.15	0.72	0.43
"3714"	-0.15	0.73	0.42
"3715"	-0.15	0.74	0.41
"3716"	-0.15	0.75	0.4
"3717"	-0.15	0.76	0.39
"3718"	-0.15	0.77	0.38
"3719"	-0.15	0.78	0.37
"3720"	-0.15	0.79	0.36
"3721"	-0.15	0.8	0.35
"3722"	-0.15	0.81	0.34
"3723"	-0.15	0.82	0.33
"3724"	-0.15	0.83	0.32
"3725"	-0.15	0.84	0.31
"3726"	-0.15	0.85	0.3
"3727"	-0.15	0.86	0.29
"3728"	-0.15	0.87	0.28
"3729"	-0.15	0.88	0.27
"3730"	-0.15	0.89	0.26
"3731"	-0.15	0.9	0.25
"3732"	-0.15	0.91	0.24
"3733"	-0.15	0.92	0.23
"3734"	-0.15	0.93	0.22
"3735"	-0.15	0.94	0.21
"3736"	-0.15	0.95	0.2
"3737"	-0.15	0.96	0.19
"3738"	-0.15	0.97	0.18
"3739"	-0.15	0.98	0.17
"3740"	-0.15	0.99	0.16
"3741"	-0.15	1	0.15
"3742"	-0.14	0.14	1
"3743"	-0.14	0.15	0.99
"3744"	-0.14	0.16	0.98
"3745"	-0.14	0.17	0.97
"3746"	-0.14	0.18	0.96
"3747"	-0.14	0.19	0.95
"3748"	-0.14	0.2	0.94
"3749"	-0.14	0.21	0.93
"3750"	-0.14	0.22	0.92
"3751"	-0.14	0.23	0.91
"3752"	-0.14	0.24	0.9
"3753"	-0.14	0.25	0.89
"3754"	-0.14	0.26	0.88
"3755"	-0.14	0.27	0.87
"3756"	-0.14	0.28	0.86
"3757"	-0.14	0.29	0.85
"3758"	-0.14	0.3	0.84
"3759"	-0.14	0.31	0.83
"3760"	-0.14	0.32	0.82
"3761"	-0.14	0.33	0.81
"3762"	-0.14	0.34	0.8
"3763"	-0.14	0.35	0.79
"3764"	-0.14	0.36	0.78
"3765"	-0.14	0.37	0.77
"3766"	-0.14	0.38	0.76
"3767"	-0.14	0.39	0.75
"3768"	-0.14	0.4	0.74
"3769"	-0.14	0.41	0.73
"3770"	-0.14	0.42	0.72
"3771"	-0.14	0.43	0.71
"3772"	-0.14	0.44	0.7
"3773"	-0.14	0.45	0.69
"3774"	-0.14	0.46	0.68
"3775"	-0.14	0.47	0.67
"3776"	-0.14	0.48	0.66
"3777"	-0.14	0.49	0.65
"3778"	-0.14	0.5	0.64
"3779"	-0.14	0.51	0.63
"3780"	-0.14	0.52	0.62
"3781"	-0.14	0.53	0.61
"3782"	-0.14	0.54	0.6
"3783"	-0.14	0.55	0.59
"3784"	-0.14	0.56	0.58
"3785"	-0.14	0.57	0.57
"3786"	-0.14	0.58	0.56
"3787"	-0.14	0.59	0.55
"3788"	-0.14	0.6	0.54
"3789"	-0.14	0.61	0.53
"3790"	-0.14	0.62	0.52
"3791"	-0.14	0.63	0.51
"3792"	-0.14	0.64	0.5
"3793"	-0.14	0.65	0.49
"3794"	-0.14	0.66	0.48
"3795"	-0.14	0.67	0.47
"3796"	-0.14	0.68	0.46
"3797"	-0.14	0.69	0.45
"3798"	-0.14	0.7	0.44
"3799"	-0.14	0.71	0.43
"3800"	-0.14	0.72	0.42
"3801"	-0.14	0.73	0.41
"3802"	-0.14	0.74	0.4
"3803"	-0.14	0.75	0.39
"3804"	-0.14	0.76	0.38
"3805"	-0.14	0.77	0.37
"3806"	-0.14	0.78	0.36
"3807"	-0.14	0.79	0.35
"3808"	-0.14	0.8	0.34
"3809"	-0.14	0.81	0.33
"3810"	-0.14	0.82	0.32
"3811"	-0.14	0.83	0.31
"3812"	-0.14	0.84	0.3
"3813"	-0.14	0.85	0.29
"3814"	-0.14	0.86	0.28
"3815"	-0.14	0.87	0.27
"3816"	-0.14	0.88	0.26
"3817"	-0.14	0.89	0.25
"3818"	-0.14	0.9	0.24
"3819"	-0.14	0.91	0.23
"3820"	-0.14	0.92	0.22
"3821"	-0.14	0.93	0.21
"3822"	-0.14	0.94	0.2
"3823"	-0.14	0.95	0.19
"3824"	-0.14	0.96	0.18
"3825"	-0.14	0.97	0.17
"3826"	-0.14	0.98	0.16
"3827"	-0.14	0.99	0.15
"3828"	-0.14	1	0.14
"3829"	-0.13	0.13	1
"3830"	-0.13	0.14	0.99
"3831"	-0.13	0.15	0.98
"3832"	-0.13	0.16	0.97
"3833"	-0.13	0.17	0.96
"3834"	-0.13	0.18	0.95
"3835"	-0.13	0.19	0.94
"3836"	-0.13	0.2	0.93
"3837"	-0.13	0.21	0.92
"3838"	-0.13	0.22	0.91
"3839"	-0.13	0.23	0.9
"3840"	-0.13	0.24	0.89
"3841"	-0.13	0.25	0.88
"3842"	-0.13	0.26	0.87
"3843"	-0.13	0.27	0.86
"3844"	-0.13	0.28	0.85
"3845"	-0.13	0.29	0.84
"3846"	-0.13	0.3	0.83
"3847"	-0.13	0.31	0.82
"3848"	-0.13	0.32	0.81
"3849"	-0.13	0.33	0.8
"3850"	-0.13	0.34	0.79
"3851"	-0.13	0.35	0.78
"3852"	-0.13	0.36	0.77
"3853"	-0.13	0.37	0.76
"3854"	-0.13	0.38	0.75
"3855"	-0.13	0.39	0.74
"3856"	-0.13	0.4	0.73
"3857"	-0.13	0.41	0.72
"3858"	-0.13	0.42	0.71
"3859"	-0.13	0.43	0.7
"3860"	-0.13	0.44	0.69
"3861"	-0.13	0.45	0.68
"3862"	-0.13	0.46	0.67
"3863"	-0.13	0.47	0.66
"3864"	-0.13	0.48	0.65
"3865"	-0.13	0.49	0.64
"3866"	-0.13	0.5	0.63
"3867"	-0.13	0.51	0.62
"3868"	-0.13	0.52	0.61
"3869"	-0.13	0.53	0.6
"3870"	-0.13	0.54	0.59
"3871"	-0.13	0.55	0.58
"3872"	-0.13	0.56	0.57
"3873"	-0.13	0.57	0.56
"3874"	-0.13	0.58	0.55
"3875"	-0.13	0.59	0.54
"3876"	-0.13	0.6	0.53
"3877"	-0.13	0.61	0.52
"3878"	-0.13	0.62	0.51
"3879"	-0.13	0.63	0.5
"3880"	-0.13	0.64	0.49
"3881"	-0.13	0.65	0.48
"3882"	-0.13	0.66	0.47
"3883"	-0.13	0.67	0.46
"3884"	-0.13	0.68	0.45
"3885"	-0.13	0.69	0.44
"3886"	-0.13	0.7	0.43
"3887"	-0.13	0.71	0.42
"3888"	-0.13	0.72	0.41
"3889"	-0.13	0.73	0.4
"3890"	-0.13	0.74	0.39
"3891"	-0.13	0.75	0.38
"3892"	-0.13	0.76	0.37
"3893"	-0.13	0.77	0.36
"3894"	-0.13	0.78	0.35
"3895"	-0.13	0.79	0.34
"3896"	-0.13	0.8	0.33
"3897"	-0.13	0.81	0.32
"3898"	-0.13	0.82	0.31
"3899"	-0.13	0.83	0.3
"3900"	-0.13	0.84	0.29
"3901"	-0.13	0.85	0.28
"3902"	-0.13	0.86	0.27
"3903"	-0.13	0.87	0.26
"3904"	-0.13	0.88	0.25
"3905"	-0.13	0.89	0.24
"3906"	-0.13	0.9	0.23
"3907"	-0.13	0.91	0.22
"3908"	-0.13	0.92	0.21
"3909"	-0.13	0.93	0.2
"3910"	-0.13	0.94	0.19
"3911"	-0.13	0.95	0.18
"3912"	-0.13	0.96	0.17
"3913"	-0.13	0.97	0.16
"3914"	-0.13	0.98	0.15
"3915"	-0.13	0.99	0.14
"3916"	-0.13	1	0.13
"3917"	-0.12	0.12	1
"3918"	-0.12	0.13	0.99
"3919"	-0.12	0.14	0.98
"3920"	-0.12	0.15	0.97
"3921"	-0.12	0.16	0.96
"3922"	-0.12	0.17	0.95
"3923"	-0.12	0.18	0.94
"3924"	-0.12	0.19	0.93
"3925"	-0.12	0.2	0.92
"3926"	-0.12	0.21	0.91
"3927"	-0.12	0.22	0.9
"3928"	-0.12	0.23	0.89
"3929"	-0.12	0.24	0.88
"3930"	-0.12	0.25	0.87
"3931"	-0.12	0.26	0.86
"3932"	-0.12	0.27	0.85
"3933"	-0.12	0.28	0.84
"3934"	-0.12	0.29	0.83
"3935"	-0.12	0.3	0.82
"3936"	-0.12	0.31	0.81
"3937"	-0.12	0.32	0.8
"3938"	-0.12	0.33	0.79
"3939"	-0.12	0.34	0.78
"3940"	-0.12	0.35	0.77
"3941"	-0.12	0.36	0.76
"3942"	-0.12	0.37	0.75
"3943"	-0.12	0.38	0.74
"3944"	-0.12	0.39	0.73
"3945"	-0.12	0.4	0.72
"3946"	-0.12	0.41	0.71
"3947"	-0.12	0.42	0.7
"3948"	-0.12	0.43	0.69
"3949"	-0.12	0.44	0.68
"3950"	-0.12	0.45	0.67
"3951"	-0.12	0.46	0.66
"3952"	-0.12	0.47	0.65
"3953"	-0.12	0.48	0.64
"3954"	-0.12	0.49	0.63
"3955"	-0.12	0.5	0.62
"3956"	-0.12	0.51	0.61
"3957"	-0.12	0.52	0.6
"3958"	-0.12	0.53	0.59
"3959"	-0.12	0.54	0.58
"3960"	-0.12	0.55	0.57
"3961"	-0.12	0.56	0.56
"3962"	-0.12	0.57	0.55
"3963"	-0.12	0.58	0.54
"3964"	-0.12	0.59	0.53
"3965"	-0.12	0.6	0.52
"3966"	-0.12	0.61	0.51
"3967"	-0.12	0.62	0.5
"3968"	-0.12	0.63	0.49
"3969"	-0.12	0.64	0.48
"3970"	-0.12	0.65	0.47
"3971"	-0.12	0.66	0.46
"3972"	-0.12	0.67	0.45
"3973"	-0.12	0.68	0.44
"3974"	-0.12	0.69	0.43
"3975"	-0.12	0.7	0.42
"3976"	-0.12	0.71	0.41
"3977"	-0.12	0.72	0.4
"3978"	-0.12	0.73	0.39
"3979"	-0.12	0.74	0.38
"3980"	-0.12	0.75	0.37
"3981"	-0.12	0.76	0.36
"3982"	-0.12	0.77	0.35
"3983"	-0.12	0.78	0.34
"3984"	-0.12	0.79	0.33
"3985"	-0.12	0.8	0.32
"3986"	-0.12	0.81	0.31
"3987"	-0.12	0.82	0.3
"3988"	-0.12	0.83	0.29
"3989"	-0.12	0.84	0.28
"3990"	-0.12	0.85	0.27
"3991"	-0.12	0.86	0.26
"3992"	-0.12	0.87	0.25
"3993"	-0.12	0.88	0.24
"3994"	-0.12	0.89	0.23
"3995"	-0.12	0.9	0.22
"3996"	-0.12	0.91	0.21
"3997"	-0.12	0.92	0.2
"3998"	-0.12	0.93	0.19
"3999"	-0.12	0.94	0.18
"4000"	-0.12	0.95	0.17
"4001"	-0.12	0.96	0.16
"4002"	-0.12	0.97	0.15
"4003"	-0.12	0.98	0.14
"4004"	-0.12	0.99	0.13
"4005"	-0.12	1	0.12
"4006"	-0.11	0.11	1
"4007"	-0.11	0.12	0.99
"4008"	-0.11	0.13	0.98
"4009"	-0.11	0.14	0.97
"4010"	-0.11	0.15	0.96
"4011"	-0.11	0.16	0.95
"4012"	-0.11	0.17	0.94
"4013"	-0.11	0.18	0.93
"4014"	-0.11	0.19	0.92
"4015"	-0.11	0.2	0.91
"4016"	-0.11	0.21	0.9
"4017"	-0.11	0.22	0.89
"4018"	-0.11	0.23	0.88
"4019"	-0.11	0.24	0.87
"4020"	-0.11	0.25	0.86
"4021"	-0.11	0.26	0.85
"4022"	-0.11	0.27	0.84
"4023"	-0.11	0.28	0.83
"4024"	-0.11	0.29	0.82
"4025"	-0.11	0.3	0.81
"4026"	-0.11	0.31	0.8
"4027"	-0.11	0.32	0.79
"4028"	-0.11	0.33	0.78
"4029"	-0.11	0.34	0.77
"4030"	-0.11	0.35	0.76
"4031"	-0.11	0.36	0.75
"4032"	-0.11	0.37	0.74
"4033"	-0.11	0.38	0.73
"4034"	-0.11	0.39	0.72
"4035"	-0.11	0.4	0.71
"4036"	-0.11	0.41	0.7
"4037"	-0.11	0.42	0.69
"4038"	-0.11	0.43	0.68
"4039"	-0.11	0.44	0.67
"4040"	-0.11	0.45	0.66
"4041"	-0.11	0.46	0.65
"4042"	-0.11	0.47	0.64
"4043"	-0.11	0.48	0.63
"4044"	-0.11	0.49	0.62
"4045"	-0.11	0.5	0.61
"4046"	-0.11	0.51	0.6
"4047"	-0.11	0.52	0.59
"4048"	-0.11	0.53	0.58
"4049"	-0.11	0.54	0.57
"4050"	-0.11	0.55	0.56
"4051"	-0.11	0.56	0.55
"4052"	-0.11	0.57	0.54
"4053"	-0.11	0.58	0.53
"4054"	-0.11	0.59	0.52
"4055"	-0.11	0.6	0.51
"4056"	-0.11	0.61	0.5
"4057"	-0.11	0.62	0.49
"4058"	-0.11	0.63	0.48
"4059"	-0.11	0.64	0.47
"4060"	-0.11	0.65	0.46
"4061"	-0.11	0.66	0.45
"4062"	-0.11	0.67	0.44
"4063"	-0.11	0.68	0.43
"4064"	-0.11	0.69	0.42
"4065"	-0.11	0.7	0.41
"4066"	-0.11	0.71	0.4
"4067"	-0.11	0.72	0.39
"4068"	-0.11	0.73	0.38
"4069"	-0.11	0.74	0.37
"4070"	-0.11	0.75	0.36
"4071"	-0.11	0.76	0.35
"4072"	-0.11	0.77	0.34
"4073"	-0.11	0.78	0.33
"4074"	-0.11	0.79	0.32
"4075"	-0.11	0.8	0.31
"4076"	-0.11	0.81	0.3
"4077"	-0.11	0.82	0.29
"4078"	-0.11	0.83	0.28
"4079"	-0.11	0.84	0.27
"4080"	-0.11	0.85	0.26
"4081"	-0.11	0.86	0.25
"4082"	-0.11	0.87	0.24
"4083"	-0.11	0.88	0.23
"4084"	-0.11	0.89	0.22
"4085"	-0.11	0.9	0.21
"4086"	-0.11	0.91	0.2
"4087"	-0.11	0.92	0.19
"4088"	-0.11	0.93	0.18
"4089"	-0.11	0.94	0.17
"4090"	-0.11	0.95	0.16
"4091"	-0.11	0.96	0.15
"4092"	-0.11	0.97	0.14
"4093"	-0.11	0.98	0.13
"4094"	-0.11	0.99	0.12
"4095"	-0.11	1	0.11
"4096"	-0.1	0.1	1
"4097"	-0.1	0.11	0.99
"4098"	-0.1	0.12	0.98
"4099"	-0.1	0.13	0.97
"4100"	-0.1	0.14	0.96
"4101"	-0.1	0.15	0.95
"4102"	-0.1	0.16	0.94
"4103"	-0.1	0.17	0.93
"4104"	-0.1	0.18	0.92
"4105"	-0.1	0.19	0.91
"4106"	-0.1	0.2	0.9
"4107"	-0.1	0.21	0.89
"4108"	-0.1	0.22	0.88
"4109"	-0.1	0.23	0.87
"4110"	-0.1	0.24	0.86
"4111"	-0.1	0.25	0.85
"4112"	-0.1	0.26	0.84
"4113"	-0.1	0.27	0.83
"4114"	-0.1	0.28	0.82
"4115"	-0.1	0.29	0.81
"4116"	-0.1	0.3	0.8
"4117"	-0.1	0.31	0.79
"4118"	-0.1	0.32	0.78
"4119"	-0.1	0.33	0.77
"4120"	-0.1	0.34	0.76
"4121"	-0.1	0.35	0.75
"4122"	-0.1	0.36	0.74
"4123"	-0.1	0.37	0.73
"4124"	-0.1	0.38	0.72
"4125"	-0.1	0.39	0.71
"4126"	-0.1	0.4	0.7
"4127"	-0.1	0.41	0.69
"4128"	-0.1	0.42	0.68
"4129"	-0.1	0.43	0.67
"4130"	-0.1	0.44	0.66
"4131"	-0.1	0.45	0.65
"4132"	-0.1	0.46	0.64
"4133"	-0.1	0.47	0.63
"4134"	-0.1	0.48	0.62
"4135"	-0.1	0.49	0.61
"4136"	-0.1	0.5	0.6
"4137"	-0.1	0.51	0.59
"4138"	-0.1	0.52	0.58
"4139"	-0.1	0.53	0.57
"4140"	-0.1	0.54	0.56
"4141"	-0.1	0.55	0.55
"4142"	-0.1	0.56	0.54
"4143"	-0.1	0.57	0.53
"4144"	-0.1	0.58	0.52
"4145"	-0.1	0.59	0.51
"4146"	-0.1	0.6	0.5
"4147"	-0.1	0.61	0.49
"4148"	-0.1	0.62	0.48
"4149"	-0.1	0.63	0.47
"4150"	-0.1	0.64	0.46
"4151"	-0.1	0.65	0.45
"4152"	-0.1	0.66	0.44
"4153"	-0.1	0.67	0.43
"4154"	-0.1	0.68	0.42
"4155"	-0.1	0.69	0.41
"4156"	-0.1	0.7	0.4
"4157"	-0.1	0.71	0.39
"4158"	-0.1	0.72	0.38
"4159"	-0.1	0.73	0.37
"4160"	-0.1	0.74	0.36
"4161"	-0.1	0.75	0.35
"4162"	-0.1	0.76	0.34
"4163"	-0.1	0.77	0.33
"4164"	-0.1	0.78	0.32
"4165"	-0.1	0.79	0.31
"4166"	-0.1	0.8	0.3
"4167"	-0.1	0.81	0.29
"4168"	-0.1	0.82	0.28
"4169"	-0.1	0.83	0.27
"4170"	-0.1	0.84	0.26
"4171"	-0.1	0.85	0.25
"4172"	-0.1	0.86	0.24
"4173"	-0.1	0.87	0.23
"4174"	-0.1	0.88	0.22
"4175"	-0.1	0.89	0.21
"4176"	-0.1	0.9	0.2
"4177"	-0.1	0.91	0.19
"4178"	-0.1	0.92	0.18
"4179"	-0.1	0.93	0.17
"4180"	-0.1	0.94	0.16
"4181"	-0.1	0.95	0.15
"4182"	-0.1	0.96	0.14
"4183"	-0.1	0.97	0.13
"4184"	-0.1	0.98	0.12
"4185"	-0.1	0.99	0.11
"4186"	-0.1	1	0.1
"4187"	-0.09	0.09	1
"4188"	-0.09	0.1	0.99
"4189"	-0.09	0.11	0.98
"4190"	-0.09	0.12	0.97
"4191"	-0.09	0.13	0.96
"4192"	-0.09	0.14	0.95
"4193"	-0.09	0.15	0.94
"4194"	-0.09	0.16	0.93
"4195"	-0.09	0.17	0.92
"4196"	-0.09	0.18	0.91
"4197"	-0.09	0.19	0.9
"4198"	-0.09	0.2	0.89
"4199"	-0.09	0.21	0.88
"4200"	-0.09	0.22	0.87
"4201"	-0.09	0.23	0.86
"4202"	-0.09	0.24	0.85
"4203"	-0.09	0.25	0.84
"4204"	-0.09	0.26	0.83
"4205"	-0.09	0.27	0.82
"4206"	-0.09	0.28	0.81
"4207"	-0.09	0.29	0.8
"4208"	-0.09	0.3	0.79
"4209"	-0.09	0.31	0.78
"4210"	-0.09	0.32	0.77
"4211"	-0.09	0.33	0.76
"4212"	-0.09	0.34	0.75
"4213"	-0.09	0.35	0.74
"4214"	-0.09	0.36	0.73
"4215"	-0.09	0.37	0.72
"4216"	-0.09	0.38	0.71
"4217"	-0.09	0.39	0.7
"4218"	-0.09	0.4	0.69
"4219"	-0.09	0.41	0.68
"4220"	-0.09	0.42	0.67
"4221"	-0.09	0.43	0.66
"4222"	-0.09	0.44	0.65
"4223"	-0.09	0.45	0.64
"4224"	-0.09	0.46	0.63
"4225"	-0.09	0.47	0.62
"4226"	-0.09	0.48	0.61
"4227"	-0.09	0.49	0.6
"4228"	-0.09	0.5	0.59
"4229"	-0.09	0.51	0.58
"4230"	-0.09	0.52	0.57
"4231"	-0.09	0.53	0.56
"4232"	-0.09	0.54	0.55
"4233"	-0.09	0.55	0.54
"4234"	-0.09	0.56	0.53
"4235"	-0.09	0.57	0.52
"4236"	-0.09	0.58	0.51
"4237"	-0.09	0.59	0.5
"4238"	-0.09	0.6	0.49
"4239"	-0.09	0.61	0.48
"4240"	-0.09	0.62	0.47
"4241"	-0.09	0.63	0.46
"4242"	-0.09	0.64	0.45
"4243"	-0.09	0.65	0.44
"4244"	-0.09	0.66	0.43
"4245"	-0.09	0.67	0.42
"4246"	-0.09	0.68	0.41
"4247"	-0.09	0.69	0.4
"4248"	-0.09	0.7	0.39
"4249"	-0.09	0.71	0.38
"4250"	-0.09	0.72	0.37
"4251"	-0.09	0.73	0.36
"4252"	-0.09	0.74	0.35
"4253"	-0.09	0.75	0.34
"4254"	-0.09	0.76	0.33
"4255"	-0.09	0.77	0.32
"4256"	-0.09	0.78	0.31
"4257"	-0.09	0.79	0.3
"4258"	-0.09	0.8	0.29
"4259"	-0.09	0.81	0.28
"4260"	-0.09	0.82	0.27
"4261"	-0.09	0.83	0.26
"4262"	-0.09	0.84	0.25
"4263"	-0.09	0.85	0.24
"4264"	-0.09	0.86	0.23
"4265"	-0.09	0.87	0.22
"4266"	-0.09	0.88	0.21
"4267"	-0.09	0.89	0.2
"4268"	-0.09	0.9	0.19
"4269"	-0.09	0.91	0.18
"4270"	-0.09	0.92	0.17
"4271"	-0.09	0.93	0.16
"4272"	-0.09	0.94	0.15
"4273"	-0.09	0.95	0.14
"4274"	-0.09	0.96	0.13
"4275"	-0.09	0.97	0.12
"4276"	-0.09	0.98	0.11
"4277"	-0.09	0.99	0.1
"4278"	-0.09	1	0.09
"4279"	-0.08	0.08	1
"4280"	-0.08	0.09	0.99
"4281"	-0.08	0.1	0.98
"4282"	-0.08	0.11	0.97
"4283"	-0.08	0.12	0.96
"4284"	-0.08	0.13	0.95
"4285"	-0.08	0.14	0.94
"4286"	-0.08	0.15	0.93
"4287"	-0.08	0.16	0.92
"4288"	-0.08	0.17	0.91
"4289"	-0.08	0.18	0.9
"4290"	-0.08	0.19	0.89
"4291"	-0.08	0.2	0.88
"4292"	-0.08	0.21	0.87
"4293"	-0.08	0.22	0.86
"4294"	-0.08	0.23	0.85
"4295"	-0.08	0.24	0.84
"4296"	-0.08	0.25	0.83
"4297"	-0.08	0.26	0.82
"4298"	-0.08	0.27	0.81
"4299"	-0.08	0.28	0.8
"4300"	-0.08	0.29	0.79
"4301"	-0.08	0.3	0.78
"4302"	-0.08	0.31	0.77
"4303"	-0.08	0.32	0.76
"4304"	-0.08	0.33	0.75
"4305"	-0.08	0.34	0.74
"4306"	-0.08	0.35	0.73
"4307"	-0.08	0.36	0.72
"4308"	-0.08	0.37	0.71
"4309"	-0.08	0.38	0.7
"4310"	-0.08	0.39	0.69
"4311"	-0.08	0.4	0.68
"4312"	-0.08	0.41	0.67
"4313"	-0.08	0.42	0.66
"4314"	-0.08	0.43	0.65
"4315"	-0.08	0.44	0.64
"4316"	-0.08	0.45	0.63
"4317"	-0.08	0.46	0.62
"4318"	-0.08	0.47	0.61
"4319"	-0.08	0.48	0.6
"4320"	-0.08	0.49	0.59
"4321"	-0.08	0.5	0.58
"4322"	-0.08	0.51	0.57
"4323"	-0.08	0.52	0.56
"4324"	-0.08	0.53	0.55
"4325"	-0.08	0.54	0.54
"4326"	-0.08	0.55	0.53
"4327"	-0.08	0.56	0.52
"4328"	-0.08	0.57	0.51
"4329"	-0.08	0.58	0.5
"4330"	-0.08	0.59	0.49
"4331"	-0.08	0.6	0.48
"4332"	-0.08	0.61	0.47
"4333"	-0.08	0.62	0.46
"4334"	-0.08	0.63	0.45
"4335"	-0.08	0.64	0.44
"4336"	-0.08	0.65	0.43
"4337"	-0.08	0.66	0.42
"4338"	-0.08	0.67	0.41
"4339"	-0.08	0.68	0.4
"4340"	-0.08	0.69	0.39
"4341"	-0.08	0.7	0.38
"4342"	-0.08	0.71	0.37
"4343"	-0.08	0.72	0.36
"4344"	-0.08	0.73	0.35
"4345"	-0.08	0.74	0.34
"4346"	-0.08	0.75	0.33
"4347"	-0.08	0.76	0.32
"4348"	-0.08	0.77	0.31
"4349"	-0.08	0.78	0.3
"4350"	-0.08	0.79	0.29
"4351"	-0.08	0.8	0.28
"4352"	-0.08	0.81	0.27
"4353"	-0.08	0.82	0.26
"4354"	-0.08	0.83	0.25
"4355"	-0.08	0.84	0.24
"4356"	-0.08	0.85	0.23
"4357"	-0.08	0.86	0.22
"4358"	-0.08	0.87	0.21
"4359"	-0.08	0.88	0.2
"4360"	-0.08	0.89	0.19
"4361"	-0.08	0.9	0.18
"4362"	-0.08	0.91	0.17
"4363"	-0.08	0.92	0.16
"4364"	-0.08	0.93	0.15
"4365"	-0.08	0.94	0.14
"4366"	-0.08	0.95	0.13
"4367"	-0.08	0.96	0.12
"4368"	-0.08	0.97	0.11
"4369"	-0.08	0.98	0.1
"4370"	-0.08	0.99	0.09
"4371"	-0.08	1	0.08
"4372"	-0.07	0.07	1
"4373"	-0.07	0.08	0.99
"4374"	-0.07	0.09	0.98
"4375"	-0.07	0.1	0.97
"4376"	-0.07	0.11	0.96
"4377"	-0.07	0.12	0.95
"4378"	-0.07	0.13	0.94
"4379"	-0.07	0.14	0.93
"4380"	-0.07	0.15	0.92
"4381"	-0.07	0.16	0.91
"4382"	-0.07	0.17	0.9
"4383"	-0.07	0.18	0.89
"4384"	-0.07	0.19	0.88
"4385"	-0.07	0.2	0.87
"4386"	-0.07	0.21	0.86
"4387"	-0.07	0.22	0.85
"4388"	-0.07	0.23	0.84
"4389"	-0.07	0.24	0.83
"4390"	-0.07	0.25	0.82
"4391"	-0.07	0.26	0.81
